,smiles,Biodegradation
898,NCCCC1OCC2(CO1)COC(CCCN)OC2,0
899,CCCCCCI,1
900,CCCCCCCCCCCCCCCCCC(=O)OCCOC(=O)CCCCCCCCCCCCCCCCC,1
901,Cl/C=C\CCl,0
902,O=C(c1ccccc1)c1ccc(OCC(O)COc2ccc(C(=O)c3ccccc3)c(O)c2)cc1O,0
903,C1CCOC1,1
904,CC(O)CN(C)C,1
905,C1=CCCCC1,1
906,CC(C)C=O,1
907,Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1,0
908,CCCCCCCCCCC,1
909,COC,0
910,Cc1cccc(N)c1,0
911,Cl/C=C/CCl,0
912,CC#CC,0
913,CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
914,O=C(O)c1c(Cl)ccc(Cl)c1Cl,0
915,O=[N+]([O-])c1ccc(Cl)cc1C(F)(F)F,0
916,CCCC(O)CO,1
917,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,0
918,Oc1cccc(Cl)c1,0
919,CC(C)(C)c1ccccc1,0
920,CCCCCCCCCCCC[N+](C)(C)CC(=O)O,1
921,CC(CC(=O)O)CC(C)(C)C,1
922,OCC(O)c1ccccc1Cl,0
923,CC(=O)OO,1
924,C=C(C)OC,0
925,CCCCCCCCSc1nc(Nc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)nc(SCCCCCCCC)n1,0
926,CCCCCCCCCCOS(=O)(=O)O,1
927,Cc1cc(O)nc(C(C)C)n1,0
928,O=C1CCC2COC1O2,1
929,NCCCCCCCCN,1
930,CN1CCOCC1,1
931,C=COC(=O)CCCCC,1
932,CC(=O)C=C(C)C,1
933,CN(C)C(=O)Nc1cc(C(C)(C)C)on1,1
934,COC(=O)CCCC(=O)OC,1
935,CCCCCCCCCCCCCC,1
936,C=Cc1ccccc1C=C,0
937,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,0
938,CCCCC/C(C=O)=C/c1ccccc1,1
939,O=C(O)/C=C/c1ccccc1,1
940,CCCCC(C=O)CC,1
941,CCN(CC)CCCNc1nc(NCCCN(CC)CC)nc(Nc2ccc(-c3ccc(Nc4nc(NCCCN(CC)CC)nc(NCCCN(CC)CC)n4)c4c3C(=O)c3ccccc3C4=O)c3c2C(=O)c2ccccc2C3=O)n1,0
942,CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O,1
943,ClCCCl,0
944,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)C(C(=O)O)C(C)C,0
945,C1=CC2C3C=CC(C3)C2C1,0
946,CCCCCCCCCCCCN(CCCN)CCCN,1
947,C=Cc1cccc(C=C)c1,0
948,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,0
949,CCOC(=O)C1OC1(C)c1ccccc1,0
950,CCCCCCCCCCCCCCCCCC(=O)N(CCO)CCO,1
951,CNC(=O)NC,0
952,CCCCCCCC[Sn]1(CCCCCCCC)OC(=O)C=CC(=O)O1,0
953,CC1(C)CC(O)CC(C)(C)N1,0
954,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,0
955,CCCCN1CCCC1,1
956,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1
957,COC(=O)c1ccc(C#N)cc1[N+](=O)[O-],0
958,O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,0
959,CCCCC(CC)CNS(=O)(=O)c1ccc(N)cc1,1
960,COc1ccc2c(c1)CCCC2=O,0
961,Cc1c(NC(=O)C(C)Br)c(=O)n(-c2ccccc2)n1C,0
962,O=C(Cl)c1ccccc1,1
963,c1ccc(-c2cc3ccccc3[nH]2)cc1,0
964,CCCCCCBr,0
965,CC(C)(O)C(=O)c1ccc(OCCO)cc1,0
966,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,0
967,COc1ccc2cccc(CC#N)c2c1,0
968,COc1ccc(C(=O)O)cc1,1
969,NC(=O)c1ccccc1O,1
970,CC1=CCC(C)C(C)C1=O,0
971,CC12CCC(CC1)C(C)(C)O2,1
972,Cc1cn[nH]c1,0
973,Clc1cc(Cl)c(Cl)nc1Cl,0
974,CC1=NN(c2ccccc2)C(=O)C1/N=N/c1ccccc1,0
975,C/C=N\C=O,0
976,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,0
977,Cc1ccc(O)c([N+](=O)[O-])c1,0
978,O=P(O)(O)CN(CCCCCCN(CP(=O)(O)O)CP(=O)(O)O)CCCCCCN(CP(=O)(O)O)CP(=O)(O)O,0
979,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1
980,O=CO,1
981,CCCCOCCOCCOCOCCOCCOCCCC,0
982,C(CCOCC1CO1)COCC1CO1,0
983,CC(=O)c1ccc(C)cc1,1
984,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,1
985,Sc1nc2ccccc2s1,0
986,O=C(CBr)OC/C=C/COC(=O)CBr,0
987,Cc1ncoc1C(N)=O,0
988,CCCCCOC1OC(C)C(O)C(O)C1O,1
989,CC(C)(Br)C(=O)Br,1
990,CC(C)CCCCCCCOC(=O)CC(C(=O)OCCCCCCCC(C)C)S(=O)(=O)O,1
991,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0
992,Clc1ccc2nc(Cl)oc2c1,0
993,CCCCCCCCCC,1
994,C=CC1CCC2OC2C1,0
995,ClCCCCCCCl,0
996,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0
997,C=CC(=O)O,1
998,CCCCC(Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)(C(=O)OC1CC(C)(C)N(C)C(C)(C)C1)C(=O)OC1CC(C)(C)N(C)C(C)(C)C1,0
999,CCCCCCCC/C=C/CCCCCCCCCCCC(N)=O,1
1000,COC(=O)c1sc(N)c(C#N)c1C,0
1001,O=c1[nH]c2ccccc2[nH]1,0
1002,Nc1cccc2cccc(N)c12,0
1003,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC21CCC(=O)O1,0
1004,Oc1ccc(-c2ccc(O)cc2)cc1,0
1005,CC(C)c1cc(C(C)C)c2cccc(C(C)C)c2c1,0
1006,CC(C)(/N=N/C(C)(C)C(=N)N)C(=N)N,0
1007,CC12CC=C3C4=C(CCC3C1CCC2=O)CC1(CC4)OCCO1,0
1008,O=[N+]([O-])c1ccccc1O,0
1009,O=C1CCCN1CCO,1
1010,OCC1CO1,1
1011,Cc1cc(C)c(O)c(C(C)(C)C)c1,0
1012,CCOC(=O)C(C)(C)Br,1
1013,COC(C)COC(C)CO,1
1014,Cc1c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c(CC2CC(C(C)(C)C)C(O)C(C(C)(C)C)C2)c(C)c1Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0
1015,Nc1ccc(O)c(Cc2cc(N)ccc2O)c1,0
1016,Ic1cccc2ccccc12,1
1017,O=[N+]([O-])c1ccc(OP(=S)(Oc2ccc([N+](=O)[O-])cc2)Oc2ccc([N+](=O)[O-])cc2)cc1,0
1018,CCCCCCCCCCCCCC(=O)OC(C)C,1
1019,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,0
1020,O=C(O)c1ccc2ccccc2n1,1
1021,Nc1c(S(=O)(=O)O)cc(S(=O)(=O)O)c2cccc(O)c12,0
1022,C=CCOCC1CO1,0
1023,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,0
1024,CC(=O)c1c(O)oc(C)cc1=O,1
1025,Cc1ccc(/N=N/c2c(N)nc(N)nc2O)c(S(=O)(=O)O)c1,0
1026,Cc1cccc(C)c1O,0
1027,CCOP(=O)(OCC)OCC,0
1028,COCCO,1
1029,Nc1nc(N)nc(Nc2nc(N)nc(N)n2)n1,0
1030,O=C1NC(=O)C(c2ccc(O)cc2)N1,0
1031,O=C(O)CCCCCCCCCCCCCCCCC(=O)O,1
1032,c1ccc(CCCc2ccncc2)cc1,0
1033,O=c1[nH]c2ccccc2c(=O)o1,1
1034,CS(=O)(=O)Cl,1
1035,C=CC(OC(C)=O)OC(C)=O,1
1036,O=[N+]([O-])c1cc(Cl)cc(Cl)c1O,0
1037,C#CC(C)(C)C,1
1038,O=C(O)c1cccc([N+](=O)[O-])c1,0
1039,Cc1cc(N)ccc1Cl,0
1040,FC1CC(F)(F)C(F)(F)C1(F)F,0
1041,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,1
1042,CC(=O)OC(C)C,1
1043,OCCCO,1
1044,CCCC(C)C(=O)O,1
1045,Cc1ccc([N+](=O)[O-])c(O)c1,0
1046,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,0
1047,CON,1
1048,COC(=O)CN(CC(=O)OC)c1cc(NC(C)=O)c(/N=N/c2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,0
1049,O=c1ccc(=O)[nH][nH]1,0
1050,CC(C)(C)c1ccc(C(=O)O)cc1,0
1051,COC(=O)c1nccnc1N,0
1052,CCCCC(CC)COC(=O)CCC,1
1053,CC(C)(C#N)/N=N/C(C)(C)C#N,0
1054,C=C(C)c1ccc(Cl)cc1,0
1055,CC(CC(C)(C)C)CP(=O)(O)CC(C)CC(C)(C)C,0
1056,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,0
1057,CCCCCCCCCCCCCCCCCCOS(=O)(=O)O,1
1058,CC(N)=S,0
1059,CCCCOC(=O)CSCSCC(=O)OCCCC,0
1060,CC(O)C(=O)N(C)C,1
1061,Cc1ccc(O)c(-n2nc3ccccc3n2)c1,0
1062,O=P(Oc1ccccc1)(Oc1ccccc1)OC1COC2C(OP(=O)(Oc3ccccc3)Oc3ccccc3)COC12,0
1063,CCOC(=O)OCC,1
1064,ClC(Cl)(Cl)C(Cl)(Cl)Cl,0
1065,O=P(OCCCl)(OCCCl)OCCCl,0
1066,C=CC#N,1
1067,O=[N+]([O-])c1ccccc1[N+](=O)[O-],0
1068,CCCCC(CC)COC(=O)CSCC(=O)OCC(CC)CCCC,1
1069,c1ccc(Nc2cccc3ccccc23)cc1,0
1070,COc1cc(C)cc(OC)c1OC,1
1071,COC(=O)CC(=O)OC,1
1072,CCCCCCCC1CCC(=O)O1,1
1073,C=C(C)C1CCC(C)CC1,1
1074,Cc1ccccc1NC(=N)Nc1ccccc1C,0
1075,CNC(=O)Oc1cccc(C)c1,0
1076,CC(C)(C)c1cccc(C(C)(C)C)c1O,0
1077,Cl/C=C\Cl,0
1078,CN(C)N=O,0
1079,C=CC,0
1080,C1C2CC3CC1CC(C2)C3,0
1081,CN(C)c1ccc(C2(c3ccc(N(C)C)cc3)OC(=O)c3cc(N(C)C)ccc32)cc1,0
1082,O=C(Nc1ccccc1)Nc1ccccc1NS(=O)(=O)c1ccccc1,0
1083,CCCCCCCCCCCC,1
1084,CC(CCl)OP(=O)(OCCOCCOP(=O)(OC(C)CCl)OC(C)CCl)OC(C)CCl,0
1085,CCCCC(CC)C(=O)Cl,1
1086,COc1ccc(Nc2ccc(OC)cc2)cc1,0
1087,CC(C)CC(C)(C)C,0
1088,C=CC(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
1089,CN(C)CCO,1
1090,c1ccc2sc(SNC3CCCCC3)nc2c1,0
1091,Cc1cccc(OP(=O)(Oc2cccc(C)c2)Oc2cccc(C)c2)c1,0
1092,CC1COc2ccccc2N1C(=O)C(Cl)Cl,0
1093,CCC(C)C1CCCc2cccnc21,0
1094,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(O)CO,1
1095,CCCCCCCCCCCCCCCS(=O)(=O)O,1
1096,Clc1ccc(Cl)cc1,0
1097,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,1
1098,CC1(C)OC(c2ccco2)CN1C(=O)C(Cl)Cl,0
1099,C1CCC2=NCCCN2CC1,0
1100,CC(C)(C)CC(C)(C)N,0
1101,Cc1cccc(CC(C)(C)CO)c1,0
1102,CCCCCO,1
1103,N#CN,0
1104,Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,0
1105,CCCCN(CCCC)C(=S)SCSC(=S)N(CCCC)CCCC,0
1106,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,0
1107,c1ccc2cc3ccccc3cc2c1,0
1108,Nc1c(/N=N/c2ccc(S(=O)(=O)CCOS(=O)(=O)O)cc2)c(S(=O)(=O)O)cc2c1C(=O)C(/N=N/c1cc(Nc3nc(F)nc(F)c3Cl)ccc1S(=O)(=O)O)C(S(=O)(=O)O)=C2,0
1109,CCCCOC(=O)CCCCC(=O)OCCCC,1
1110,CCCCCCCCCCCCO,1
1111,CC1(C)C2CCC1(C)C(O)C2,1
1112,CNC(=O)Oc1cc(C)cc(C)c1,0
1113,CC12CCC(O)CC1=CC(O)C1C2CCC2(C)C(=O)CC(O)C12,1
1114,S=C(S)N(Cc1ccccc1)Cc1ccccc1,0
1115,Cc1ncc(CO)c(C=O)c1O,1
1116,COc1ccc(OC)c(N)c1,0
1117,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0
1118,COc1ccc(C(=O)Nc2ccc(C(N)=O)cc2)cc1[N+](=O)[O-],0
1119,CCCCCCCCCCCCN(C)C,1
1120,CCCCC(CC)COC(=O)/C=C/C(=O)OCC(CC)CCCC,1
1121,CC(=O)OC1CC(C)OC(C)O1,1
1122,CCOC(=O)c1ccc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)cc1OCC,0
1123,Cc1ccc(Cl)cc1Cl,0
1124,CCCCCCCCCCCCCCCCCC(=O)OCC(O)C1OCC(O)C1O,1
1125,CCCCOC(=O)c1ccccc1C(=O)OCCCC,1
1126,Cc1ccc(O)cc1,1
1127,O=C(c1ccc(Oc2ccccc2)cc1)c1ccc(C(=O)c2ccc(Oc3ccccc3)cc2)cc1,0
1128,COC(=O)C(N)c1ccc(O)cc1,1
1129,Oc1nc(O)nc(O)n1,1
1130,CNC(=O)Oc1ccccc1OC(C)C,0
1131,ClCc1ccc(-c2ccc(CCl)cc2)cc1,0
1132,CCOC(=O)C(C#N)C(C)=O,1
1133,O=C1c2ccccc2C(=O)N1CC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1,0
1134,CC(=O)OC(C)CC(C)C,1
1135,CC(C)CC(=O)O,1
1136,NS(=O)(=O)c1ccccc1C(F)(F)F,0
1137,CCC(C)C(=O)O,1
1138,O=Cc1ccccn1,0
1139,CNC(=O)Oc1ccccc1C(C)C,0
1140,S=C(SSC(=S)N(Cc1ccccc1)Cc1ccccc1)N(Cc1ccccc1)Cc1ccccc1,0
1141,O=S(=O)(O)CC(O)CNC1CCCCC1,0
1142,CCN(CC)c1ccc(/C=C2\O/C(=N\C3CCCCC3)N(C3CCCCC3)C2=O)c(OC)c1,0
1143,COc1cccc([N+](=O)[O-])c1,0
1144,CCCCCCCCc1ccc(S(=O)(=O)O)cc1,0
1145,CC(C)(C)c1cc(CO)cc(C(C)(C)C)c1O,0
1146,CCCCCCCC/C=C/CCCCCCCCO,1
1147,CC/C(C)=C/CCC(C)=O,1
1148,CC(C)(C)c1cc(-n2nc3ccc(Cl)cc3n2)c(O)c(C(C)(C)C)c1,0
1149,CNC(=O)CSP(=S)(OC)OC,0
1150,C=CCOC(=O)CCCCC,1
1151,C=CC1CCC(C2CCC(c3ccc(C)cc3)CC2)CC1,0
1152,Nc1c(I)c(C(=O)O)c(I)c(C(=O)O)c1I,0
1153,C=CCCCCO,1
1154,CC(=O)C1(O)CCC2C3C=CC4=CC(=O)C=CC4(C)C3CCC21C,1
1155,C=C(C)C(=O)OCCOP(=O)(O)OCC[N+](C)(C)C,1
1156,C=C1CCC2CC1C2(C)C,1
1157,O=C(O)c1ccc(C(=O)O)o1,1
1158,CC(Cl)(Cl)C(=O)O,0
1159,COC(=O)/C(C#N)=C/c1cccc2c1OC(F)(F)O2,0
1160,CSSC,0
1161,CC(C)(C)c1ccc(O)cc1,0
1162,C=CC(=O)OCC(C)CC,1
1163,N#CCC(=O)c1ccccc1Cl,0
1164,CCOC(=O)C(Cl)C(C)=O,1
1165,CC(Br)(CBr)COc1c(Br)cc(C(C)(C)c2cc(Br)c(OCC(C)(Br)CBr)c(Br)c2)cc1Br,0
1166,ClC(Cl)(Cl)Cl,0
1167,N#Cc1ccccc1-c1ccc(CBr)cc1,0
1168,Cc1ccc(O)c(O)c1,0
1169,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0
1170,CC(O)c1ccccc1,1
1171,CC1CCC(C(C)C)CC1,1
1172,Cc1ccccc1Cl,0
1173,OCC1CCCO1,1
1174,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,1
1175,O=C(O)Cc1cccc2ccccc12,0
1176,CCCCN(CCCC)C(=O)N(CCCC)CCCC,0
1177,CCC(COC(=O)CC(C)CC(C)(C)C)(COC(=O)CC(C)CC(C)(C)C)COC(=O)CC(C)CC(C)(C)C,1
1178,CC(=O)OCCC1=CCC2CC1C2(C)C,1
1179,O=C(O)CS,1
1180,NC(CS)C(=O)O,1
1181,CCCCCCCCCCCCCO,1
1182,CCCCCC(=O)OC(=O)CCCCC,1
1183,CC(C)COP(=S)(S)OCC(C)C,0
1184,Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,0
1185,O=S(=O)(O)c1ccc(Nc2nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6cccc(S(=O)(=O)O)c6)nc(N(CCO)CCO)n5)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)nc(N(CCO)CCO)n2)cc1,0
1186,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0
1187,O=C1C=CC(=O)N1c1ccccc1,0
1188,CC(=O)CO,1
1189,O=C(Oc1cccc(O)c1)c1ccccc1,1
1190,CSc1ccc(C(=O)C(C)(C)N2CCOCC2)cc1,0
1191,CCCCCOP(=O)(OCCCCC)OCCCCC,0
1192,COCC(C)OCC(C)OC(C)CO,1
1193,OCc1ccco1,1
1194,ClC(Cl)c1ccccc1,1
1195,CC(C)(F)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)O,0
1196,CCC(C)OC(C)=O,1
1197,CCBr,0
1198,Br/C=C\Br,0
1199,O=[N+]([O-])c1cccc(Cl)c1,0
1200,CC(C)(C)S,0
1201,FC(F)Cl,0
1202,NC(=O)NCCO,1
1203,Cc1ccc(S(=O)(=O)NC(=O)Nc2cccc(OS(=O)(=O)c3ccc(C)cc3)c2)cc1,0
1204,NCCOCCN,0
1205,CCCCc1nc(C=O)c(Cl)[nH]1,0
1206,Cc1cc(C#N)cc(C)c1O,0
1207,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,0
1208,CC(C)=CCC/C(C)=C/C=O,1
1209,C[N+](C)(CCO)CCCO,1
1210,Nc1nc(-c2ccc3ccccc3c2)c(/N=N/c2cc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c3c2)s1,0
1211,CCCCCCCCc1ccc(N)cc1,1
1212,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,1
1213,Cc1ccsc1,0
1214,CCCCCCSCCCCCC,0
1215,Cc1ccc([N+](=O)[O-])cc1O,0
1216,C=C(C)C#N,1
1217,NC(=O)CI,0
1218,Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,1
1219,Oc1cccc(Cl)c1Cl,0
1220,C=CCN(CC=C)CC=C,0
1221,COC(=O)c1ccc2cc(C(=O)OC)ccc2c1,0
1222,CCCCCCCC(=O)OCC(C)(C)COC(=O)CCCCCCC,1
1223,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,0
1224,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,0
1225,CC(O)C(C)O,1
1226,COC(=O)C(F)(F)C(F)(F)C(F)(F)OC(F)=C(F)F,1
1227,CC(F)(F)Cl,0
1228,CC/C=C/CCCCCCCC(=O)OC,1
1229,CC(C)(C)c1cc(Cn2c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c2=O)cc(C(C)(C)C)c1O,0
1230,C=COC(=O)CCl,1
1231,C=CCCCCCCCC(=O)OC,1
1232,CCC(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0
1233,O[n+]1ccccc1S,0
1234,CCOCCO,1
1235,CCCCP(CCCC)CCCC,0
1236,CCCCCC1C(=O)CCC1C(=O)OC,0
1237,CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC,1
1238,CC(O)CN(CC(C)O)C(=O)CCCCC(=O)N(CC(C)O)CC(C)O,0
1239,c1ccc([Sn](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0
1240,CC(=O)OCCC(C)C,1
1241,Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,0
1242,CCCN(CCC)CCC,0
1243,CC(Cl)C(=O)O,1
1244,CC12CCC3C(CCC4CC5OC5CC43C)C1CC(N1CCCC1)C2=O,1
1245,BrC1CCC(Br)C(Br)CCC1Br,0
1246,COC1OC(COS(=O)(=O)c2ccc(C)cc2)C2OC(C)(C)OC12,0
1247,O=C(O)C(=O)C(O)C(O)C(O)CO,1
1248,Oc1ccccc1Cl,0
1249,CCC(=O)CC(=O)CC,1
1250,Cc1ccc(/N=N/c2c(O)ccc3ccccc23)c([N+](=O)[O-])c1,0
1251,NC(CO)CO,1
1252,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0
1253,C=C(Br)C(F)(F)F,0
1254,S=C=S,1
1255,COc1ccc(C=O)cc1,1
1256,CC(Cl)Cl,0
1257,CNC(=S)S,0
1258,CCCCC(CC)COC(=O)c1ccc(Nc2nc(Nc3ccc(C(=O)NC(C)(C)C)cc3)nc(Nc3ccc(C(=O)OCC(CC)CCCC)cc3)n2)cc1,0
1259,COCC(C)O,1
1260,CC(CO)Cc1ccccc1,1
1261,Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0
1262,CCC(C)c1ccccc1O,0
1263,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F,0
1264,CCC(C)c1cc(S(=O)(=O)O)cc(-n2nc3ccccc3n2)c1O,0
1265,CC(C)(C)C1CCC(OC(=O)Cl)CC1,1
1266,O=C(O)CCC(C(=O)O)N(CC(=O)O)CC(=O)O,1
1267,C=CC(=O)OCCCCCC,1
1268,Cc1ccc(O)cc1C,1
1269,Nc1ccc(Cl)cc1[N+](=O)[O-],0
1270,CCCCCCCCP(=O)(O)O,1
1271,O=C1OC(C(O)CO)C(=O)C1OC1OC(CO)C(O)C(O)C1O,1
1272,O=C1CCCCC1C1=CCCCC1,0
1273,c1ccc([Sn](c2ccccc2)c2ccccc2)cc1,0
1274,ClCCCBr,0
1275,CCCCCCCCCl,1
1276,BrCCCCCCCCCCBr,0
1277,Nc1cccc2ccccc12,0
1278,CCC(C)NC(C)CC,0
1279,CCCCC(CCCC)c1ccncc1,1
1280,CCCCC/C=C/C/C=C/CCCCCCCC(=O)O,1
1281,Cc1ccc(C(=O)CC(=O)C(F)(F)F)cc1,0
1282,C=CC(C#N)OC(C)=O,0
1283,O=C(Nc1cccc(N(CCO)CCO)c1)c1ccccc1,0
1284,c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1,0
1285,Cc1cc(C2(c3ccc(O)c(C)c3)CCCCC2)ccc1O,0
1286,C=CC(=O)NC(C)(C)CC(C)(C)C,0
1287,CC(=O)OCC(COC(C)=O)OC(C)=O,1
1288,FC(C(F)(F)F)C(F)(F)Oc1cc(Cl)ccc1Cl,0
1289,CCCCC1COC(c2ccc(-c3ccc(-c4cc(F)c(F)c(F)c4)c(F)c3)cc2)OC1,0
1290,Cc1ccc(C)c(C(C)c2ccccc2)c1,0
1291,CCCCCCC(=O)O,1
1292,Cc1ccc(C(N)=O)cc1N,0
1293,Cc1ccccc1O,1
1294,COc1cc(NC(=O)CC#N)c(Cl)cc1Cl,0
1295,Clc1cc(Cl)cc(Cl)c1,0
1296,CC#N,1
1297,C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C,0
1298,C1CC2OC2CC1C1CO1,0
1299,CCCCCCCCCC(=O)N(CCO)CCO,1
1300,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,0
1301,CCCCC(CC)C(=O)OOC(C)(C)CCC(C)(C)OOC(=O)C(CC)CCCC,0
1302,NCCNCCO,0
1303,CCCCCCCCCCCCCCCC(=O)OCCOC(=O)CCCCCCCCCCCCCCC,1
1304,Oc1ccc(-c2ccccc2)cc1,0
1305,O=C(O)c1ccc(O)cc1,1
1306,COc1cccc(C(C)N)c1,0
1307,Oc1cc(Cl)c(Cl)cc1Cl,0
1308,NC(=O)CCN(CCO)c1nc(Nc2ccccc2)nc(Nc2ccc(/C=C/c3ccc(Nc4nc(Nc5ccccc5)nc(N(CCO)CCC(N)=O)n4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)n1,0
1309,Cc1ccc(C(C)(C)C)cc1,0
1310,O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)ccc1/C=C/c1ccc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)cc1S(=O)(=O)O,0
1311,CCCCCCCCCCCCCCCCCCCCC,1
1312,NCCCNCCNCCCN,1
1313,O=[N+]([O-])c1ccc2nc[nH]c2c1,0
1314,C/C=C/C(=O)O,1
1315,CC(CC(=O)OCC(COC(=O)CC(C)CC(C)(C)C)OC(=O)CC(C)CC(C)(C)C)CC(C)(C)C,0
1316,CCN(CC)CCO,0
1317,CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC,0
1318,CCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1,1
1319,C=CCOC(=O)OCCOCCOC(=O)OCC=C,1
1320,BrCCCCCCBr,0
1321,Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,0
1322,CCC(C)(C)OOC(C)(C)CC,0
1323,CC(C)(/C=N/CCCCCC/N=C/C(C)(C)CN1CCOCC1)CN1CCOCC1,0
1324,O=C(O)c1ccccc1Cl,0
1325,C=CS(=O)(=O)CCOCCNc1nc(F)nc(Nc2ccc(/N=N/c3cc4c(S(=O)(=O)O)cc(S(=O)(=O)O)cc4cc3S(=O)(=O)O)c(NC(N)=O)c2)n1,0
1326,CC(CC=O)CCCC(C)(C)O,1
1327,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,0
1328,CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,0
1329,CCCCCCCCCCCCCCCCCCCCCCCCC,1
1330,CN(C)c1cccc(C(=O)O)c1,0
1331,c1ccc(CN2CCN(Cc3ccccc3)CCN(Cc3ccccc3)CCN(Cc3ccccc3)CC2)cc1,0
1332,CCN1CCN(CCC(=O)OCC(CC)(COC(=O)CCN2CCN(CC)CC2)COC(=O)CCN2CCN(CC)CC2)CC1,0
1333,CCOc1cc(C=O)ccc1O,1
